month,airline,delay
2015-06,Volaris Airlines,
2015-06,Westjet Airlines,
2015-07,Aer Lingus,
2015-07,Air Canada,
2015-07,Alaska Airlines,
2015-07,Alitalia,
2015-07,Allegiant Air,
2015-07,American Airlines,
2015-07,Austrian Airlines,
2015-07,British Airways,
2015-07,Cathay Pacific - CX,
2015-07,Copa Airlines,
2015-07,Delta Air Lines,
2015-07,Etihad Airways,
2015-07,Frontier Airlines,
2015-07,Hawaiian Airlines,
2015-07,Jet Blue,
2015-07,KLM Royal Dutch Airlines,
2015-07,Korean Airlines,
2015-07,LOT Polish Airlines,
2015-07,Lufthansa,
2015-07,Southwest Airlines,
2015-07,Spirit Airlines,
2015-07,Swiss Air,
2015-07,Turkish Airlines,
2015-07,UAL,
2015-07,USAir,
2015-07,Virgin Atlantic,
2015-07,Westjet Airlines,
2015-08,Aero Mexico,
2015-08,Air Berlin,
2015-08,Air France,
2015-08,Aires Airline,
2015-08,Alaska Airlines,
2015-08,Allegiant Air,
2015-08,American Airlines,
2015-08,Asiana Airlines,
2015-08,British Airways,
2015-08,Cape Air,
2015-08,China Eastern Airlines,
2015-08,Copa Airlines,
2015-08,Delta Air Lines,
2015-08,Emirates,
2015-08,Frontier Airlines,
2015-08,Hawaiian Airlines,
2015-08,Iberia Airlines,
2015-08,Jet Blue,
2015-08,Norwegian Airlines,
2015-08,OMNI Air Express- (OY,
2015-08,Scandinavian Airlines Systems,
2015-08,Southwest Airlines,
2015-08,Spirit Airlines,
2015-08,Sun Country Airlines,
2015-08,SunWing Airlines,
2015-08,TAP Portugal,
2015-08,UAL,
2015-08,USAir,
2015-08,Virgin America,
2015-09,Aer Lingus,
2015-09,Aero Mexico,
2015-09,Alaska Airlines,
2015-09,Allegiant Air,
2015-09,America Trans Air,
2015-09,American Airlines,
2015-09,British Airways,
2015-09,China Eastern Airlines,
2015-09,Delta (Song,
2015-09,Delta Air Lines,
2015-09,Emirates,
2015-09,Frontier Airlines,
2015-09,Hawaiian Airlines,
2015-09,Jet Blue,
2015-09,LOT Polish Airlines,
2015-09,Lan Airlines,
2015-09,Lufthansa,
2015-09,Norwegian Airlines,
2015-09,Southwest Airlines,
2015-09,Spirit Airlines,
2015-09,Sun Country Airlines,
2015-09,Transaero Airlines,
2015-09,UAL,
2015-09,USAir,
2015-09,Virgin America,
2015-09,Westjet Airlines,
2015-10,Air Canada,
2015-10,Air France,
2015-10,Air India,
2015-10,Air New Zealand,
2015-10,Alaska Airlines,
2015-10,Allegiant Air,
2015-10,American Airlines,
2015-10,Austrian Airlines,
2015-10,British Airways,
2015-10,Copa Airlines,
2015-10,Delta Air Lines,
2015-10,Frontier Airlines,
2015-10,Hawaiian Airlines,
2015-10,Iberia Airlines,
2015-10,Iceland Air,
2015-10,Jet Blue,
2015-10,KLM Royal Dutch Airlines,
2015-10,Pakistan International Airlines Cor,
2015-10,Polish Airlines,
2015-10,Silverjet,
2015-10,Southeast Airlines,
2015-10,Southwest Airlines,
2015-10,Spirit Airlines,
2015-10,Sun Country Airlines,
2015-10,Turkish Airlines,
2015-10,UAL,
2015-10,USAir,
2015-10,Virgin America,
2015-10,Virgin Atlantic,
2015-10,Westjet Airlines,
2015-11,Air Canada,
2015-11,Air New Zealand,
2015-11,Alaska Airlines,
2015-11,Alitalia,
2015-11,American Airlines,
2015-11,British Airways,
2015-11,Czech Airlines,
2015-11,Delta Air Lines,
2015-11,Frontier Airlines,
2015-11,Hawaiian Airlines,
2015-11,Jet Blue,
2015-11,Lufthansa,
2015-11,Norwegian Airlines,
2015-11,Polish Airlines,
2015-11,Royal Jordanian Airline,
2015-11,Southwest Airlines,
2015-11,UAL,
2015-11,USAir,
2015-11,Virgin America,
2015-11,Virgin Atlantic,
2015-11,Westjet Airlines,
2015-12,Air Canada,
2015-12,Alaska Airlines,
2015-12,Allegiant Air,
2015-12,American Airlines,
2015-12,British Airways,
2015-12,Delta Air Lines,
2015-12,Frontier Airlines,
2015-12,Hawaiian Airlines,
2015-12,Island Air,
2015-12,Jet Blue,
2015-12,Southwest Airlines,
2015-12,Spirit Airlines,
2015-12,UAL,
2025-05,AirTran Airlines,
2025-05,Southwest Airlines,
2025-08,Jet Blue,
2025-08,LOT Polish Airlines,
2044-10,Northwest Airlines,
2055-05,Northwest Airlines,
2094-01,American Airlines,
2200-11,Southwest Airlines,
2204-07,Frontier Airlines,
2204-08,American Airlines,
2204-11,Air Canada,
2205-11,Southwest Airlines,
2206-02,Continental Airlines,
2206-02,USAir,
2207-01,American Airlines,
2208-07,Delta Air Lines,
2500-02,American Airlines,
2500-09,Continental Airlines,
2900-04,Continental Airlines,
2907-11,UAL,
2996-12,Jet Blue,
3005-03,Continental Airlines,
3005-03,Northwest Airlines,
3005-05,USAir,
3005-10,Continental Airlines,
2003-10,ATA Airlines d/b/a ATA,44224.0
2003-10,AirTran Airways,132984.0
2003-10,Alaska Airlines,199114.0
2003-10,America West Airlines,156915.0
2003-10,American Airlines,499430.0
2003-10,American Eagle Airlines,367672.0
2003-10,Atlantic Coast Airlines,273979.0
2003-10,Atlantic Southeast Airlines,238562.0
2003-10,Continental Air Lines,178739.0
2003-10,Delta Air Lines,449372.0
2003-10,ExpressJet Airlines,240140.0
2003-10,JetBlue Airways,41521.0
2003-10,Northwest Airlines,289739.0
2003-10,SkyWest Airlines,276278.0
2003-10,Southwest Airlines,833750.0
2003-10,US Airways,255806.0
2003-10,United Air Lines,438132.0
2003-11,ATA Airlines d/b/a ATA,144632.0
2003-11,AirTran Airways,148417.0
2003-11,Alaska Airlines,223073.0
2003-11,America West Airlines,186091.0
2003-11,American Airlines,927226.0
2003-11,American Eagle Airlines,722188.0
2003-11,Atlantic Coast Airlines,483821.0
2003-11,Atlantic Southeast Airlines,216327.0
2003-11,Continental Air Lines,328192.0
2003-11,Delta Air Lines,465180.0
2003-11,ExpressJet Airlines,355691.0
2003-11,Hawaiian Airlines,16646.0
2003-11,JetBlue Airways,54446.0
2003-11,Northwest Airlines,461815.0
2003-11,SkyWest Airlines,359539.0
2003-11,Southwest Airlines,744786.0
2003-11,US Airways,297559.0
2003-11,United Air Lines,856081.0
2003-12,ATA Airlines d/b/a ATA,110782.0
2003-12,AirTran Airways,326502.0
2003-12,Alaska Airlines,275010.0
2003-12,America West Airlines,217163.0
2003-12,American Airlines,1075919.0
2003-12,American Eagle Airlines,863496.0
2003-12,Atlantic Coast Airlines,581730.0
2003-12,Atlantic Southeast Airlines,314241.0
2003-12,Continental Air Lines,413141.0
2003-12,Delta Air Lines,983462.0
2003-12,ExpressJet Airlines,477418.0
2003-12,Hawaiian Airlines,32438.0
2003-12,JetBlue Airways,95161.0
2003-12,Northwest Airlines,552992.0
2003-12,SkyWest Airlines,667243.0
2003-12,Southwest Airlines,938813.0
2003-12,US Airways,484814.0
2003-12,United Air Lines,856532.0
2003-6,ATA Airlines d/b/a ATA,62614.0
2003-6,AirTran Airways,216822.0
2003-6,Alaska Airlines,191654.0
2003-6,America West Airlines,160547.0
2003-6,American Airlines,932385.0
2003-6,American Eagle Airlines,509314.0
2003-6,Atlantic Coast Airlines,322184.0
2003-6,Atlantic Southeast Airlines,438443.0
2003-6,Continental Air Lines,332590.0
2003-6,Delta Air Lines,583415.0
2003-6,ExpressJet Airlines,357529.0
2003-6,JetBlue Airways,73833.0
2003-6,Northwest Airlines,463610.0
2003-6,SkyWest Airlines,194737.0
2003-6,Southwest Airlines,846942.0
2003-6,US Airways,528760.0
2003-6,United Air Lines,538704.0
2003-7,ATA Airlines d/b/a ATA,147563.0
2003-7,AirTran Airways,336290.0
2003-7,Alaska Airlines,220858.0
2003-7,America West Airlines,236592.0
2003-7,American Airlines,1348927.0
2003-7,American Eagle Airlines,631831.0
2003-7,Atlantic Coast Airlines,458388.0
2003-7,Atlantic Southeast Airlines,593874.0
2003-7,Continental Air Lines,391555.0
2003-7,Delta Air Lines,838260.0
2003-7,ExpressJet Airlines,439488.0
2003-7,JetBlue Airways,47933.0
2003-7,Northwest Airlines,546432.0
2003-7,SkyWest Airlines,176202.0
2003-7,Southwest Airlines,1130773.0
2003-7,US Airways,677604.0
2003-7,United Air Lines,888705.0
2003-8,ATA Airlines d/b/a ATA,114743.0
2003-8,AirTran Airways,338230.0
2003-8,Alaska Airlines,264457.0
2003-8,America West Airlines,243917.0
2003-8,American Airlines,1421954.0
2003-8,American Eagle Airlines,653636.0
2003-8,Atlantic Coast Airlines,451744.0
2003-8,Atlantic Southeast Airlines,463305.0
2003-8,Continental Air Lines,469420.0
2003-8,Delta Air Lines,850791.0
2003-8,ExpressJet Airlines,473783.0
2003-8,JetBlue Airways,134884.0
2003-8,Northwest Airlines,573780.0
2003-8,SkyWest Airlines,235624.0
2003-8,Southwest Airlines,897645.0
2003-8,US Airways,766915.0
2003-8,United Air Lines,823958.0
2003-9,ATA Airlines d/b/a ATA,47693.0
2003-9,AirTran Airways,126657.0
2003-9,Alaska Airlines,132627.0
2003-9,America West Airlines,151506.0
2003-9,American Airlines,624603.0
2003-9,American Eagle Airlines,434728.0
2003-9,Atlantic Coast Airlines,257287.0
2003-9,Atlantic Southeast Airlines,254845.0
2003-9,Continental Air Lines,358796.0
2003-9,Delta Air Lines,400037.0
2003-9,ExpressJet Airlines,413435.0
2003-9,JetBlue Airways,23122.0
2003-9,Northwest Airlines,316911.0
2003-9,SkyWest Airlines,160782.0
2003-9,Southwest Airlines,516701.0
2003-9,US Airways,342934.0
2003-9,United Air Lines,362270.0
2004-1,ATA Airlines d/b/a ATA,220398.0
2004-1,AirTran Airways,258302.0
2004-1,Alaska Airlines,279721.0
2004-1,America West Airlines,249759.0
2004-1,American Airlines,1435694.0
2004-1,American Eagle Airlines,952861.0
2004-1,Atlantic Coast Airlines,710464.0
2004-1,Atlantic Southeast Airlines,256716.0
2004-1,Comair,556500.0
2004-1,Continental Air Lines,286066.0
2004-1,Delta Air Lines,748694.0
2004-1,ExpressJet Airlines,395434.0
2004-1,Hawaiian Airlines,35100.0
2004-1,JetBlue Airways,90670.0
2004-1,Northwest Airlines,664312.0
2004-1,SkyWest Airlines,623379.0
2004-1,Southwest Airlines,868853.0
2004-1,US Airways,440816.0
2004-1,United Air Lines,1081692.0
2004-10,ATA Airlines d/b/a ATA,48240.0
2004-10,AirTran Airways,180167.0
2004-10,Alaska Airlines,215772.0
2004-10,America West Airlines,249266.0
2004-10,American Airlines,823023.0
2004-10,American Eagle Airlines,659005.0
2004-10,Atlantic Southeast Airlines,414229.0
2004-10,Comair,411783.0
2004-10,Continental Air Lines,169592.0
2004-10,Delta Air Lines,693812.0
2004-10,ExpressJet Airlines,316812.0
2004-10,Hawaiian Airlines,12668.0
2004-10,Independence Air,361942.0
2004-10,JetBlue Airways,54178.0
2004-10,Northwest Airlines,437833.0
2004-10,SkyWest Airlines,455797.0
2004-10,Southwest Airlines,1207180.0
2004-10,US Airways,455856.0
2004-10,United Air Lines,524303.0
2004-11,ATA Airlines d/b/a ATA,74597.0
2004-11,AirTran Airways,306033.0
2004-11,Alaska Airlines,337161.0
2004-11,America West Airlines,262965.0
2004-11,American Airlines,906342.0
2004-11,American Eagle Airlines,759811.0
2004-11,Atlantic Southeast Airlines,524844.0
2004-11,Comair,381862.0
2004-11,Continental Air Lines,414328.0
2004-11,Delta Air Lines,967992.0
2004-11,ExpressJet Airlines,573428.0
2004-11,Hawaiian Airlines,23747.0
2004-11,Independence Air,292467.0
2004-11,JetBlue Airways,55563.0
2004-11,Northwest Airlines,394913.0
2004-11,SkyWest Airlines,479030.0
2004-11,Southwest Airlines,1260646.0
2004-11,US Airways,545817.0
2004-11,United Air Lines,605010.0
2004-12,ATA Airlines d/b/a ATA,116658.0
2004-12,AirTran Airways,358185.0
2004-12,Alaska Airlines,523601.0
2004-12,America West Airlines,331416.0
2004-12,American Airlines,1375102.0
2004-12,American Eagle Airlines,1026032.0
2004-12,Atlantic Southeast Airlines,500824.0
2004-12,Comair,689747.0
2004-12,Continental Air Lines,459771.0
2004-12,Delta Air Lines,1172211.0
2004-12,ExpressJet Airlines,807722.0
2004-12,Hawaiian Airlines,18764.0
2004-12,Independence Air,512475.0
2004-12,JetBlue Airways,215549.0
2004-12,Northwest Airlines,792929.0
2004-12,SkyWest Airlines,880146.0
2004-12,Southwest Airlines,1919379.0
2004-12,US Airways,966692.0
2004-12,United Air Lines,914196.0
2004-2,ATA Airlines d/b/a ATA,78575.0
2004-2,AirTran Airways,374247.0
2004-2,Alaska Airlines,195744.0
2004-2,America West Airlines,284041.0
2004-2,American Airlines,998685.0
2004-2,American Eagle Airlines,636621.0
2004-2,Atlantic Coast Airlines,492182.0
2004-2,Atlantic Southeast Airlines,329994.0
2004-2,Comair,421276.0
2004-2,Continental Air Lines,271634.0
2004-2,Delta Air Lines,1072690.0
2004-2,ExpressJet Airlines,301342.0
2004-2,Hawaiian Airlines,42841.0
2004-2,JetBlue Airways,41500.0
2004-2,Northwest Airlines,508941.0
2004-2,SkyWest Airlines,489139.0
2004-2,Southwest Airlines,988497.0
2004-2,US Airways,344380.0
2004-2,United Air Lines,533477.0
2004-3,ATA Airlines d/b/a ATA,94110.0
2004-3,AirTran Airways,147352.0
2004-3,Alaska Airlines,216877.0
2004-3,America West Airlines,281955.0
2004-3,American Airlines,1022549.0
2004-3,American Eagle Airlines,845462.0
2004-3,Atlantic Coast Airlines,651671.0
2004-3,Atlantic Southeast Airlines,166499.0
2004-3,Comair,291328.0
2004-3,Continental Air Lines,335303.0
2004-3,Delta Air Lines,525954.0
2004-3,ExpressJet Airlines,424518.0
2004-3,Hawaiian Airlines,29012.0
2004-3,JetBlue Airways,69425.0
2004-3,Northwest Airlines,540781.0
2004-3,SkyWest Airlines,294198.0
2004-3,Southwest Airlines,898104.0
2004-3,US Airways,366509.0
2004-3,United Air Lines,761405.0
2004-4,ATA Airlines d/b/a ATA,50295.0
2004-4,AirTran Airways,146473.0
2004-4,Alaska Airlines,154989.0
2004-4,America West Airlines,232818.0
2004-4,American Airlines,732062.0
2004-4,American Eagle Airlines,588102.0
2004-4,Atlantic Coast Airlines,400859.0
2004-4,Atlantic Southeast Airlines,187420.0
2004-4,Comair,279070.0
2004-4,Continental Air Lines,385734.0
2004-4,Delta Air Lines,526826.0
2004-4,ExpressJet Airlines,391347.0
2004-4,Hawaiian Airlines,19100.0
2004-4,JetBlue Airways,57919.0
2004-4,Northwest Airlines,410835.0
2004-4,SkyWest Airlines,279757.0
2004-4,Southwest Airlines,1037592.0
2004-4,US Airways,370409.0
2004-4,United Air Lines,477330.0
2004-5,ATA Airlines d/b/a ATA,128926.0
2004-5,AirTran Airways,255733.0
2004-5,Alaska Airlines,180991.0
2004-5,America West Airlines,216297.0
2004-5,American Airlines,1131110.0
2004-5,American Eagle Airlines,989803.0
2004-5,Atlantic Coast Airlines,758631.0
2004-5,Atlantic Southeast Airlines,294013.0
2004-5,Comair,450626.0
2004-5,Continental Air Lines,536748.0
2004-5,Delta Air Lines,1072713.0
2004-5,ExpressJet Airlines,647858.0
2004-5,Hawaiian Airlines,15089.0
2004-5,JetBlue Airways,79594.0
2004-5,Northwest Airlines,706172.0
2004-5,SkyWest Airlines,316034.0
2004-5,Southwest Airlines,1319155.0
2004-5,US Airways,477198.0
2004-5,United Air Lines,1183885.0
2004-6,ATA Airlines d/b/a ATA,109612.0
2004-6,AirTran Airways,385059.0
2004-6,Alaska Airlines,307515.0
2004-6,America West Airlines,335811.0
2004-6,American Airlines,1643197.0
2004-6,American Eagle Airlines,1122774.0
2004-6,Atlantic Coast Airlines,564008.0
2004-6,Atlantic Southeast Airlines,524775.0
2004-6,Comair,488108.0
2004-6,Continental Air Lines,688600.0
2004-6,Delta Air Lines,1478081.0
2004-6,ExpressJet Airlines,769023.0
2004-6,Hawaiian Airlines,19517.0
2004-6,JetBlue Airways,82159.0
2004-6,Northwest Airlines,801795.0
2004-6,SkyWest Airlines,465808.0
2004-6,Southwest Airlines,1669079.0
2004-6,US Airways,658294.0
2004-6,United Air Lines,934436.0
2004-7,ATA Airlines d/b/a ATA,178267.0
2004-7,AirTran Airways,302820.0
2004-7,Alaska Airlines,282004.0
2004-7,America West Airlines,270911.0
2004-7,American Airlines,1456786.0
2004-7,American Eagle Airlines,1040990.0
2004-7,Atlantic Coast Airlines,715492.0
2004-7,Atlantic Southeast Airlines,418041.0
2004-7,Comair,525945.0
2004-7,Continental Air Lines,513396.0
2004-7,Delta Air Lines,1087265.0
2004-7,ExpressJet Airlines,670341.0
2004-7,Hawaiian Airlines,12760.0
2004-7,JetBlue Airways,132376.0
2004-7,Northwest Airlines,777578.0
2004-7,SkyWest Airlines,444788.0
2004-7,Southwest Airlines,1597423.0
2004-7,US Airways,713929.0
2004-7,United Air Lines,1081756.0
2004-8,ATA Airlines d/b/a ATA,104493.0
2004-8,AirTran Airways,246557.0
2004-8,Alaska Airlines,317163.0
2004-8,America West Airlines,294167.0
2004-8,American Airlines,1675852.0
2004-8,American Eagle Airlines,920413.0
2004-8,Atlantic Coast Airlines,526550.0
2004-8,Atlantic Southeast Airlines,300830.0
2004-8,Comair,407877.0
2004-8,Continental Air Lines,354410.0
2004-8,Delta Air Lines,955826.0
2004-8,ExpressJet Airlines,526682.0
2004-8,Hawaiian Airlines,16982.0
2004-8,JetBlue Airways,170053.0
2004-8,Northwest Airlines,551714.0
2004-8,SkyWest Airlines,381844.0
2004-8,Southwest Airlines,1491204.0
2004-8,US Airways,757777.0
2004-8,United Air Lines,867070.0
2004-9,ATA Airlines d/b/a ATA,33348.0
2004-9,AirTran Airways,260368.0
2004-9,Alaska Airlines,222203.0
2004-9,America West Airlines,189956.0
2004-9,American Airlines,463344.0
2004-9,American Eagle Airlines,434529.0
2004-9,Atlantic Coast Airlines,319177.0
2004-9,Atlantic Southeast Airlines,275535.0
2004-9,Comair,295429.0
2004-9,Continental Air Lines,207113.0
2004-9,Delta Air Lines,747554.0
2004-9,ExpressJet Airlines,274451.0
2004-9,Hawaiian Airlines,9965.0
2004-9,JetBlue Airways,53893.0
2004-9,Northwest Airlines,334735.0
2004-9,SkyWest Airlines,289612.0
2004-9,Southwest Airlines,716286.0
2004-9,US Airways,386394.0
2004-9,United Air Lines,382567.0
2005-1,ATA Airlines d/b/a ATA,92371.0
2005-1,AirTran Airways,410111.0
2005-1,Alaska Airlines,311309.0
2005-1,America West Airlines,311950.0
2005-1,American Airlines,1315934.0
2005-1,American Eagle Airlines,1014302.0
2005-1,Atlantic Southeast Airlines,482267.0
2005-1,Comair,655588.0
2005-1,Continental Air Lines,317049.0
2005-1,Delta Air Lines,916486.0
2005-1,ExpressJet Airlines,585475.0
2005-1,Hawaiian Airlines,23327.0
2005-1,Independence Air,273486.0
2005-1,JetBlue Airways,259068.0
2005-1,Northwest Airlines,776059.0
2005-1,SkyWest Airlines,823962.0
2005-1,Southwest Airlines,1640909.0
2005-1,US Airways,836363.0
2005-1,United Air Lines,1207209.0
2005-10,ATA Airlines d/b/a ATA,47310.0
2005-10,AirTran Airways,359507.0
2005-10,Alaska Airlines,198413.0
2005-10,America West Airlines,179208.0
2005-10,American Airlines,708941.0
2005-10,American Eagle Airlines,599041.0
2005-10,Atlantic Southeast Airlines,411851.0
2005-10,Comair,283996.0
2005-10,Continental Air Lines,427871.0
2005-10,Delta Air Lines,555915.0
2005-10,ExpressJet Airlines,644788.0
2005-10,Frontier Airlines,93772.0
2005-10,Hawaiian Airlines,17958.0
2005-10,Independence Air,119273.0
2005-10,JetBlue Airways,172503.0
2005-10,Northwest Airlines,552199.0
2005-10,SkyWest Airlines,428516.0
2005-10,Southwest Airlines,1174519.0
2005-10,US Airways,433083.0
2005-10,United Air Lines,587536.0
2005-11,ATA Airlines d/b/a ATA,42786.0
2005-11,AirTran Airways,377176.0
2005-11,Alaska Airlines,242413.0
2005-11,America West Airlines,166180.0
2005-11,American Airlines,824129.0
2005-11,American Eagle Airlines,779334.0
2005-11,Atlantic Southeast Airlines,425899.0
2005-11,Comair,390484.0
2005-11,Continental Air Lines,366006.0
2005-11,Delta Air Lines,752744.0
2005-11,ExpressJet Airlines,586874.0
2005-11,Frontier Airlines,50695.0
2005-11,Hawaiian Airlines,13074.0
2005-11,Independence Air,74525.0
2005-11,JetBlue Airways,182392.0
2005-11,Northwest Airlines,623142.0
2005-11,SkyWest Airlines,575949.0
2005-11,Southwest Airlines,932201.0
2005-11,US Airways,325744.0
2005-11,United Air Lines,615057.0
2005-12,ATA Airlines d/b/a ATA,62905.0
2005-12,AirTran Airways,570800.0
2005-12,Alaska Airlines,351683.0
2005-12,America West Airlines,253553.0
2005-12,American Airlines,1321796.0
2005-12,American Eagle Airlines,1112422.0
2005-12,Atlantic Southeast Airlines,558260.0
2005-12,Comair,472542.0
2005-12,Continental Air Lines,585434.0
2005-12,Delta Air Lines,871247.0
2005-12,ExpressJet Airlines,880061.0
2005-12,Frontier Airlines,133598.0
2005-12,Hawaiian Airlines,20692.0
2005-12,Independence Air,85994.0
2005-12,JetBlue Airways,386968.0
2005-12,Northwest Airlines,917158.0
2005-12,SkyWest Airlines,1156452.0
2005-12,Southwest Airlines,1391939.0
2005-12,US Airways,440696.0
2005-12,United Air Lines,1247803.0
2005-2,ATA Airlines d/b/a ATA,51811.0
2005-2,AirTran Airways,378601.0
2005-2,Alaska Airlines,284251.0
2005-2,America West Airlines,246005.0
2005-2,American Airlines,720320.0
2005-2,American Eagle Airlines,567653.0
2005-2,Atlantic Southeast Airlines,521054.0
2005-2,Comair,351929.0
2005-2,Continental Air Lines,344891.0
2005-2,Delta Air Lines,833962.0
2005-2,ExpressJet Airlines,454467.0
2005-2,Hawaiian Airlines,10045.0
2005-2,Independence Air,195045.0
2005-2,JetBlue Airways,143149.0
2005-2,Northwest Airlines,605192.0
2005-2,SkyWest Airlines,454949.0
2005-2,Southwest Airlines,1279297.0
2005-2,US Airways,694152.0
2005-2,United Air Lines,605466.0
2005-3,ATA Airlines d/b/a ATA,66547.0
2005-3,AirTran Airways,611791.0
2005-3,Alaska Airlines,337315.0
2005-3,America West Airlines,189656.0
2005-3,American Airlines,1021762.0
2005-3,American Eagle Airlines,649369.0
2005-3,Atlantic Southeast Airlines,512049.0
2005-3,Comair,412760.0
2005-3,Continental Air Lines,523364.0
2005-3,Delta Air Lines,1267477.0
2005-3,ExpressJet Airlines,550047.0
2005-3,Hawaiian Airlines,29217.0
2005-3,Independence Air,241442.0
2005-3,JetBlue Airways,280621.0
2005-3,Northwest Airlines,755948.0
2005-3,SkyWest Airlines,522224.0
2005-3,Southwest Airlines,1346734.0
2005-3,US Airways,998170.0
2005-3,United Air Lines,724147.0
2005-4,ATA Airlines d/b/a ATA,26732.0
2005-4,AirTran Airways,353440.0
2005-4,Alaska Airlines,284125.0
2005-4,America West Airlines,154919.0
2005-4,American Airlines,651819.0
2005-4,American Eagle Airlines,540046.0
2005-4,Atlantic Southeast Airlines,425604.0
2005-4,Comair,276191.0
2005-4,Continental Air Lines,328046.0
2005-4,Delta Air Lines,749904.0
2005-4,ExpressJet Airlines,397007.0
2005-4,Hawaiian Airlines,16997.0
