month,airline,delay
2009-12,Northwest Airlines,430222.0
2009-12,Pinnacle Airlines,410492.0
2009-12,SkyWest Airlines,1311173.0
2009-12,Southwest Airlines,2025386.0
2009-12,US Airways,550963.0
2009-12,United Air Lines,577428.0
2009-2,AirTran Airways,278855.0
2009-2,Alaska Airlines,169409.0
2009-2,American Airlines,641796.0
2009-2,American Eagle Airlines,452762.0
2009-2,Atlantic Southeast Airlines,364047.0
2009-2,Comair,182823.0
2009-2,Continental Air Lines,335279.0
2009-2,Delta Air Lines,354476.0
2009-2,ExpressJet Airlines,348876.0
2009-2,Frontier Airlines,62366.0
2009-2,Hawaiian Airlines,51733.0
2009-2,JetBlue Airways,261108.0
2009-2,Mesa Airlines,348031.0
2009-2,Northwest Airlines,323312.0
2009-2,Pinnacle Airlines,184489.0
2009-2,SkyWest Airlines,676998.0
2009-2,Southwest Airlines,742772.0
2009-2,US Airways,369147.0
2009-2,United Air Lines,467634.0
2009-3,AirTran Airways,487918.0
2009-3,Alaska Airlines,227546.0
2009-3,American Airlines,930509.0
2009-3,American Eagle Airlines,615002.0
2009-3,Atlantic Southeast Airlines,944999.0
2009-3,Comair,222302.0
2009-3,Continental Air Lines,437750.0
2009-3,Delta Air Lines,681971.0
2009-3,ExpressJet Airlines,599883.0
2009-3,Frontier Airlines,120412.0
2009-3,Hawaiian Airlines,44409.0
2009-3,JetBlue Airways,318286.0
2009-3,Mesa Airlines,453300.0
2009-3,Northwest Airlines,301393.0
2009-3,Pinnacle Airlines,247480.0
2009-3,SkyWest Airlines,672911.0
2009-3,Southwest Airlines,1311371.0
2009-3,US Airways,489759.0
2009-3,United Air Lines,600932.0
2009-4,AirTran Airways,428741.0
2009-4,Alaska Airlines,118969.0
2009-4,American Airlines,1148645.0
2009-4,American Eagle Airlines,725824.0
2009-4,Atlantic Southeast Airlines,724731.0
2009-4,Comair,294320.0
2009-4,Continental Air Lines,622969.0
2009-4,Delta Air Lines,708231.0
2009-4,ExpressJet Airlines,637536.0
2009-4,Frontier Airlines,123151.0
2009-4,Hawaiian Airlines,36771.0
2009-4,JetBlue Airways,418823.0
2009-4,Mesa Airlines,337462.0
2009-4,Northwest Airlines,316819.0
2009-4,Pinnacle Airlines,219351.0
2009-4,SkyWest Airlines,499793.0
2009-4,Southwest Airlines,1352431.0
2009-4,US Airways,493032.0
2009-4,United Air Lines,582158.0
2009-5,AirTran Airways,423084.0
2009-5,Alaska Airlines,115261.0
2009-5,American Airlines,911254.0
2009-5,American Eagle Airlines,712716.0
2009-5,Atlantic Southeast Airlines,613181.0
2009-5,Comair,319048.0
2009-5,Continental Air Lines,261026.0
2009-5,Delta Air Lines,512524.0
2009-5,ExpressJet Airlines,414561.0
2009-5,Frontier Airlines,96801.0
2009-5,Hawaiian Airlines,46286.0
2009-5,JetBlue Airways,332431.0
2009-5,Mesa Airlines,315429.0
2009-5,Northwest Airlines,305686.0
2009-5,Pinnacle Airlines,201781.0
2009-5,SkyWest Airlines,492434.0
2009-5,Southwest Airlines,1296689.0
2009-5,US Airways,493907.0
2009-5,United Air Lines,578104.0
2009-6,AirTran Airways,546067.0
2009-6,Alaska Airlines,129621.0
2009-6,American Airlines,1365794.0
2009-6,American Eagle Airlines,773930.0
2009-6,Atlantic Southeast Airlines,691550.0
2009-6,Comair,408214.0
2009-6,Continental Air Lines,376178.0
2009-6,Delta Air Lines,707192.0
2009-6,ExpressJet Airlines,504700.0
2009-6,Frontier Airlines,197090.0
2009-6,Hawaiian Airlines,28743.0
2009-6,JetBlue Airways,512448.0
2009-6,Mesa Airlines,541719.0
2009-6,Northwest Airlines,556835.0
2009-6,Pinnacle Airlines,332834.0
2009-6,SkyWest Airlines,806501.0
2009-6,Southwest Airlines,1886345.0
2009-6,US Airways,584229.0
2009-6,United Air Lines,931644.0
2009-7,AirTran Airways,735561.0
2009-7,Alaska Airlines,129730.0
2009-7,American Airlines,1272300.0
2009-7,American Eagle Airlines,713584.0
2009-7,Atlantic Southeast Airlines,946118.0
2009-7,Comair,389661.0
2009-7,Continental Air Lines,433659.0
2009-7,Delta Air Lines,839858.0
2009-7,ExpressJet Airlines,565155.0
2009-7,Frontier Airlines,166876.0
2009-7,Hawaiian Airlines,37267.0
2009-7,JetBlue Airways,520316.0
2009-7,Mesa Airlines,428126.0
2009-7,Northwest Airlines,558152.0
2009-7,Pinnacle Airlines,413174.0
2009-7,SkyWest Airlines,630074.0
2009-7,Southwest Airlines,1488897.0
2009-7,US Airways,520748.0
2009-7,United Air Lines,679022.0
2009-8,AirTran Airways,524887.0
2009-8,Alaska Airlines,121985.0
2009-8,American Airlines,980346.0
2009-8,American Eagle Airlines,681591.0
2009-8,Atlantic Southeast Airlines,804345.0
2009-8,Comair,347299.0
2009-8,Continental Air Lines,349231.0
2009-8,Delta Air Lines,628333.0
2009-8,ExpressJet Airlines,451185.0
2009-8,Frontier Airlines,91167.0
2009-8,Hawaiian Airlines,25486.0
2009-8,JetBlue Airways,419110.0
2009-8,Mesa Airlines,405919.0
2009-8,Northwest Airlines,568595.0
2009-8,Pinnacle Airlines,390170.0
2009-8,SkyWest Airlines,613403.0
2009-8,Southwest Airlines,1433132.0
2009-8,US Airways,496356.0
2009-8,United Air Lines,675745.0
2009-9,AirTran Airways,288781.0
2009-9,Alaska Airlines,77261.0
2009-9,American Airlines,561127.0
2009-9,American Eagle Airlines,445086.0
2009-9,Atlantic Southeast Airlines,557055.0
2009-9,Comair,150186.0
2009-9,Continental Air Lines,133542.0
2009-9,Delta Air Lines,515283.0
2009-9,ExpressJet Airlines,186496.0
2009-9,Frontier Airlines,53017.0
2009-9,Hawaiian Airlines,30088.0
2009-9,JetBlue Airways,140454.0
2009-9,Mesa Airlines,234593.0
2009-9,Northwest Airlines,219046.0
2009-9,Pinnacle Airlines,202412.0
2009-9,SkyWest Airlines,443060.0
2009-9,Southwest Airlines,701378.0
2009-9,US Airways,252052.0
2009-9,United Air Lines,330814.0
2010-1,AirTran Airways,327212.0
2010-1,Alaska Airlines,100891.0
2010-1,American Airlines,709694.0
2010-1,American Eagle Airlines,731023.0
2010-1,Atlantic Southeast Airlines,437657.0
2010-1,Comair,229151.0
2010-1,Continental Air Lines,258629.0
2010-1,Delta Air Lines,854161.0
2010-1,ExpressJet Airlines,479820.0
2010-1,Frontier Airlines,84599.0
2010-1,Hawaiian Airlines,57577.0
2010-1,JetBlue Airways,438850.0
2010-1,Mesa Airlines,289015.0
2010-1,Pinnacle Airlines,414349.0
2010-1,SkyWest Airlines,1005434.0
2010-1,Southwest Airlines,1320392.0
2010-1,US Airways,445277.0
2010-1,United Air Lines,373138.0
2010-10,AirTran Airways,194966.0
2010-10,Alaska Airlines,88805.0
2010-10,American Airlines,498018.0
2010-10,American Eagle Airlines,387815.0
2010-10,Atlantic Southeast Airlines,575682.0
2010-10,Comair,201958.0
2010-10,Continental Air Lines,163041.0
2010-10,Delta Air Lines,911866.0
2010-10,ExpressJet Airlines,364704.0
2010-10,Frontier Airlines,73555.0
2010-10,Hawaiian Airlines,24045.0
2010-10,JetBlue Airways,363502.0
2010-10,Mesa Airlines,148039.0
2010-10,Pinnacle Airlines,213012.0
2010-10,SkyWest Airlines,739910.0
2010-10,Southwest Airlines,1684581.0
2010-10,US Airways,377652.0
2010-10,United Air Lines,247139.0
2010-11,AirTran Airways,196823.0
2010-11,Alaska Airlines,145924.0
2010-11,American Airlines,504823.0
2010-11,American Eagle Airlines,423113.0
2010-11,Atlantic Southeast Airlines,518540.0
2010-11,Comair,155968.0
2010-11,Continental Air Lines,196579.0
2010-11,Delta Air Lines,879974.0
2010-11,ExpressJet Airlines,292445.0
2010-11,Frontier Airlines,71530.0
2010-11,Hawaiian Airlines,24969.0
2010-11,JetBlue Airways,284043.0
2010-11,Mesa Airlines,107781.0
2010-11,Pinnacle Airlines,220919.0
2010-11,SkyWest Airlines,843811.0
2010-11,Southwest Airlines,1401268.0
2010-11,US Airways,271616.0
2010-11,United Air Lines,190235.0
2010-12,AirTran Airways,270077.0
2010-12,Alaska Airlines,168211.0
2010-12,American Airlines,681967.0
2010-12,American Eagle Airlines,670258.0
2010-12,Atlantic Southeast Airlines,846376.0
2010-12,Comair,329072.0
2010-12,Continental Air Lines,489525.0
2010-12,Delta Air Lines,1394315.0
2010-12,ExpressJet Airlines,730594.0
2010-12,Frontier Airlines,115924.0
2010-12,Hawaiian Airlines,64335.0
2010-12,JetBlue Airways,679066.0
2010-12,Mesa Airlines,242106.0
2010-12,Pinnacle Airlines,563757.0
2010-12,SkyWest Airlines,1651562.0
2010-12,Southwest Airlines,2587460.0
2010-12,US Airways,525827.0
2010-12,United Air Lines,369336.0
2010-2,AirTran Airways,395487.0
2010-2,Alaska Airlines,90894.0
2010-2,American Airlines,828947.0
2010-2,American Eagle Airlines,644942.0
2010-2,Atlantic Southeast Airlines,581164.0
2010-2,Comair,244896.0
2010-2,Continental Air Lines,230329.0
2010-2,Delta Air Lines,959215.0
2010-2,ExpressJet Airlines,527709.0
2010-2,Frontier Airlines,82802.0
2010-2,Hawaiian Airlines,36196.0
2010-2,JetBlue Airways,413799.0
2010-2,Mesa Airlines,249084.0
2010-2,Pinnacle Airlines,582817.0
2010-2,SkyWest Airlines,863248.0
2010-2,Southwest Airlines,1056591.0
2010-2,US Airways,404783.0
2010-2,United Air Lines,350471.0
2010-3,AirTran Airways,449683.0
2010-3,Alaska Airlines,102253.0
2010-3,American Airlines,1010713.0
2010-3,American Eagle Airlines,618899.0
2010-3,Atlantic Southeast Airlines,590362.0
2010-3,Comair,185410.0
2010-3,Continental Air Lines,329491.0
2010-3,Delta Air Lines,1046786.0
2010-3,ExpressJet Airlines,697090.0
2010-3,Frontier Airlines,128626.0
2010-3,Hawaiian Airlines,45224.0
2010-3,JetBlue Airways,477625.0
2010-3,Mesa Airlines,225435.0
2010-3,Pinnacle Airlines,291869.0
2010-3,SkyWest Airlines,732177.0
2010-3,Southwest Airlines,1508435.0
2010-3,US Airways,459965.0
2010-3,United Air Lines,409007.0
2010-4,AirTran Airways,226668.0
2010-4,Alaska Airlines,68472.0
2010-4,American Airlines,667639.0
2010-4,American Eagle Airlines,524334.0
2010-4,Atlantic Southeast Airlines,339681.0
2010-4,Comair,160151.0
2010-4,Continental Air Lines,166516.0
2010-4,Delta Air Lines,739993.0
2010-4,ExpressJet Airlines,352525.0
2010-4,Frontier Airlines,71634.0
2010-4,Hawaiian Airlines,34166.0
2010-4,JetBlue Airways,222594.0
2010-4,Mesa Airlines,174570.0
2010-4,Pinnacle Airlines,236128.0
2010-4,SkyWest Airlines,663099.0
2010-4,Southwest Airlines,1092216.0
2010-4,US Airways,249323.0
2010-4,United Air Lines,290652.0
2010-5,AirTran Airways,310910.0
2010-5,Alaska Airlines,67231.0
2010-5,American Airlines,936832.0
2010-5,American Eagle Airlines,834382.0
2010-5,Atlantic Southeast Airlines,547536.0
2010-5,Comair,309674.0
2010-5,Continental Air Lines,282719.0
2010-5,Delta Air Lines,1276878.0
2010-5,ExpressJet Airlines,666002.0
2010-5,Frontier Airlines,121205.0
2010-5,Hawaiian Airlines,19782.0
2010-5,JetBlue Airways,242752.0
2010-5,Mesa Airlines,201834.0
2010-5,Pinnacle Airlines,409658.0
2010-5,SkyWest Airlines,779515.0
2010-5,Southwest Airlines,1608796.0
2010-5,US Airways,339895.0
2010-5,United Air Lines,436345.0
2010-6,AirTran Airways,394932.0
2010-6,Alaska Airlines,102680.0
2010-6,American Airlines,1033203.0
2010-6,American Eagle Airlines,1004611.0
2010-6,Atlantic Southeast Airlines,620629.0
2010-6,Comair,377605.0
2010-6,Continental Air Lines,279657.0
2010-6,Delta Air Lines,1697060.0
2010-6,ExpressJet Airlines,997082.0
2010-6,Frontier Airlines,155705.0
2010-6,Hawaiian Airlines,31801.0
2010-6,JetBlue Airways,304059.0
2010-6,Mesa Airlines,250408.0
2010-6,Pinnacle Airlines,503138.0
2010-6,SkyWest Airlines,1089647.0
2010-6,Southwest Airlines,1922943.0
2010-6,US Airways,438125.0
2010-6,United Air Lines,607798.0
2010-7,AirTran Airways,478016.0
2010-7,Alaska Airlines,120505.0
2010-7,American Airlines,949193.0
2010-7,American Eagle Airlines,942516.0
2010-7,Atlantic Southeast Airlines,711459.0
2010-7,Comair,323160.0
2010-7,Continental Air Lines,413102.0
2010-7,Delta Air Lines,1843221.0
2010-7,ExpressJet Airlines,1080581.0
2010-7,Frontier Airlines,161823.0
2010-7,Hawaiian Airlines,38319.0
2010-7,JetBlue Airways,460212.0
2010-7,Mesa Airlines,252189.0
2010-7,Pinnacle Airlines,466374.0
2010-7,SkyWest Airlines,879357.0
2010-7,Southwest Airlines,1883548.0
2010-7,US Airways,496407.0
2010-7,United Air Lines,516846.0
2010-8,AirTran Airways,389164.0
2010-8,Alaska Airlines,107361.0
2010-8,American Airlines,848138.0
2010-8,American Eagle Airlines,649821.0
2010-8,Atlantic Southeast Airlines,607236.0
2010-8,Comair,229167.0
2010-8,Continental Air Lines,206597.0
2010-8,Delta Air Lines,1253577.0
2010-8,ExpressJet Airlines,509206.0
2010-8,Frontier Airlines,99102.0
2010-8,Hawaiian Airlines,30191.0
2010-8,JetBlue Airways,412545.0
2010-8,Mesa Airlines,202143.0
2010-8,Pinnacle Airlines,335690.0
2010-8,SkyWest Airlines,912798.0
2010-8,Southwest Airlines,1366417.0
2010-8,US Airways,417766.0
2010-8,United Air Lines,422565.0
2010-9,AirTran Airways,148725.0
2010-9,Alaska Airlines,74388.0
2010-9,American Airlines,595775.0
2010-9,American Eagle Airlines,494093.0
2010-9,Atlantic Southeast Airlines,475994.0
2010-9,Comair,214116.0
2010-9,Continental Air Lines,173316.0
2010-9,Delta Air Lines,831484.0
2010-9,ExpressJet Airlines,337725.0
2010-9,Frontier Airlines,69589.0
2010-9,Hawaiian Airlines,22383.0
2010-9,JetBlue Airways,322536.0
2010-9,Mesa Airlines,109552.0
2010-9,Pinnacle Airlines,236135.0
2010-9,SkyWest Airlines,561064.0
2010-9,Southwest Airlines,918486.0
2010-9,US Airways,294487.0
2010-9,United Air Lines,235994.0
2011-1,AirTran Airways,314951.0
2011-1,Alaska Airlines,123564.0
2011-1,American Airlines,684936.0
2011-1,American Eagle Airlines,633469.0
2011-1,Atlantic Southeast Airlines,646981.0
2011-1,Continental Air Lines,301011.0
2011-1,Delta Air Lines,917925.0
2011-1,ExpressJet Airlines,455084.0
2011-1,Frontier Airlines,116183.0
2011-1,Hawaiian Airlines,40373.0
2011-1,JetBlue Airways,512216.0
2011-1,Mesa Airlines,195575.0
2011-1,SkyWest Airlines,1180201.0
2011-1,Southwest Airlines,1768041.0
2011-1,US Airways,420598.0
2011-1,United Air Lines,300944.0
2011-10,AirTran Airways,134890.0
2011-10,Alaska Airlines,73470.0
2011-10,American Airlines,610550.0
2011-10,American Eagle Airlines,422232.0
2011-10,Atlantic Southeast Airlines,447965.0
2011-10,Continental Air Lines,254025.0
2011-10,Delta Air Lines,491829.0
2011-10,ExpressJet Airlines,599757.0
2011-10,Frontier Airlines,72184.0
2011-10,Hawaiian Airlines,29791.0
2011-10,JetBlue Airways,382248.0
2011-10,Mesa Airlines,133330.0
2011-10,SkyWest Airlines,564902.0
2011-10,Southwest Airlines,1026654.0
2011-10,US Airways,321055.0
2011-10,United Air Lines,345071.0
2011-11,AirTran Airways,159688.0
2011-11,Alaska Airlines,130025.0
2011-11,American Airlines,588725.0
2011-11,American Eagle Airlines,450243.0
2011-11,Atlantic Southeast Airlines,479632.0
2011-11,Continental Air Lines,232892.0
2011-11,Delta Air Lines,495279.0
2011-11,ExpressJet Airlines,593857.0
2011-11,Frontier Airlines,65445.0
2011-11,Hawaiian Airlines,34866.0
2011-11,JetBlue Airways,210335.0
2011-11,Mesa Airlines,110701.0
2011-11,SkyWest Airlines,735263.0
2011-11,Southwest Airlines,805129.0
2011-11,US Airways,281093.0
2011-11,United Air Lines,309389.0
2011-12,AirTran Airways,135046.0
2011-12,Alaska Airlines,106941.0
2011-12,American Airlines,605540.0
2011-12,American Eagle Airlines,489096.0
2011-12,Atlantic Southeast Airlines,515591.0
2011-12,Continental Air Lines,290220.0
2011-12,Delta Air Lines,562282.0
2011-12,ExpressJet Airlines,893947.0
2011-12,Frontier Airlines,145414.0
2011-12,Hawaiian Airlines,39885.0
2011-12,JetBlue Airways,290665.0
2011-12,Mesa Airlines,115196.0
2011-12,SkyWest Airlines,786860.0
2011-12,Southwest Airlines,932187.0
2011-12,US Airways,277586.0
2011-12,United Air Lines,327364.0
2011-2,AirTran Airways,224125.0
2011-2,Alaska Airlines,124982.0
2011-2,American Airlines,819039.0
2011-2,American Eagle Airlines,860475.0
2011-2,Atlantic Southeast Airlines,502339.0
2011-2,Continental Air Lines,267503.0
2011-2,Delta Air Lines,853807.0
2011-2,ExpressJet Airlines,836680.0
2011-2,Frontier Airlines,106253.0
2011-2,Hawaiian Airlines,32710.0
2011-2,JetBlue Airways,455844.0
2011-2,Mesa Airlines,176374.0
2011-2,SkyWest Airlines,927770.0
2011-2,Southwest Airlines,1639289.0
2011-2,US Airways,382168.0
2011-2,United Air Lines,348996.0
2011-3,AirTran Airways,321301.0
2011-3,Alaska Airlines,206840.0
2011-3,American Airlines,757156.0
2011-3,American Eagle Airlines,631466.0
2011-3,Atlantic Southeast Airlines,833311.0
2011-3,Continental Air Lines,351132.0
2011-3,Delta Air Lines,1075094.0
2011-3,ExpressJet Airlines,811477.0
2011-3,Frontier Airlines,101722.0
2011-3,Hawaiian Airlines,48659.0
2011-3,JetBlue Airways,545149.0
2011-3,Mesa Airlines,182236.0
2011-3,SkyWest Airlines,959678.0
2011-3,Southwest Airlines,1783163.0
2011-3,US Airways,406322.0
2011-3,United Air Lines,394183.0
2011-4,AirTran Airways,349117.0
2011-4,Alaska Airlines,90331.0
2011-4,American Airlines,1121447.0
2011-4,American Eagle Airlines,959301.0
2011-4,Atlantic Southeast Airlines,879965.0
2011-4,Continental Air Lines,415565.0
2011-4,Delta Air Lines,1074701.0
2011-4,ExpressJet Airlines,1072454.0
2011-4,Frontier Airlines,95174.0
2011-4,Hawaiian Airlines,28252.0
2011-4,JetBlue Airways,592542.0
2011-4,Mesa Airlines,222531.0
2011-4,SkyWest Airlines,669066.0
2011-4,Southwest Airlines,2193650.0
2011-4,US Airways,530473.0
2011-4,United Air Lines,427262.0
2011-5,AirTran Airways,311018.0
2011-5,Alaska Airlines,85545.0
2011-5,American Airlines,1200639.0
2011-5,American Eagle Airlines,1059383.0
2011-5,Atlantic Southeast Airlines,789666.0
2011-5,Continental Air Lines,368553.0
2011-5,Delta Air Lines,956497.0
2011-5,ExpressJet Airlines,919215.0
2011-5,Frontier Airlines,167228.0
2011-5,Hawaiian Airlines,41600.0
2011-5,JetBlue Airways,392724.0
2011-5,Mesa Airlines,203287.0
2011-5,SkyWest Airlines,719735.0
2011-5,Southwest Airlines,2220690.0
2011-5,US Airways,668350.0
2011-5,United Air Lines,549409.0
2011-6,AirTran Airways,424772.0
2011-6,Alaska Airlines,78065.0
2011-6,American Airlines,927663.0
2011-6,American Eagle Airlines,771285.0
2011-6,Atlantic Southeast Airlines,1191246.0
2011-6,Continental Air Lines,444841.0
2011-6,Delta Air Lines,1294102.0
2011-6,ExpressJet Airlines,968126.0
2011-6,Frontier Airlines,148627.0
2011-6,Hawaiian Airlines,34244.0
2011-6,JetBlue Airways,544925.0
2011-6,Mesa Airlines,301253.0
2011-6,SkyWest Airlines,925832.0
2011-6,Southwest Airlines,1774574.0
2011-6,US Airways,754371.0
2011-6,United Air Lines,797561.0
2011-7,AirTran Airways,422375.0
2011-7,Alaska Airlines,103355.0
2011-7,American Airlines,955462.0
2011-7,American Eagle Airlines,706318.0
2011-7,Atlantic Southeast Airlines,1140471.0
2011-7,Continental Air Lines,431236.0
2011-7,Delta Air Lines,1318048.0
2011-7,ExpressJet Airlines,1091227.0
2011-7,Frontier Airlines,187519.0
2011-7,Hawaiian Airlines,26891.0
2011-7,JetBlue Airways,528403.0
2011-7,Mesa Airlines,312239.0
2011-7,SkyWest Airlines,1197726.0
2011-7,Southwest Airlines,1558931.0
2011-7,US Airways,712182.0
2011-7,United Air Lines,828762.0
2011-8,AirTran Airways,332103.0
2011-8,Alaska Airlines,90625.0
2011-8,American Airlines,970284.0
2011-8,American Eagle Airlines,673014.0
2011-8,Atlantic Southeast Airlines,761759.0
2011-8,Continental Air Lines,436795.0
2011-8,Delta Air Lines,1017531.0
2011-8,ExpressJet Airlines,762783.0
2011-8,Frontier Airlines,97385.0
2011-8,Hawaiian Airlines,28301.0
2011-8,JetBlue Airways,799314.0
2011-8,Mesa Airlines,197454.0
2011-8,SkyWest Airlines,909163.0
2011-8,Southwest Airlines,1461585.0
2011-8,US Airways,692969.0
2011-8,United Air Lines,590841.0
2011-9,AirTran Airways,178881.0
2011-9,Alaska Airlines,69644.0
2011-9,American Airlines,686916.0
2011-9,American Eagle Airlines,426216.0
2011-9,Atlantic Southeast Airlines,507420.0
2011-9,Continental Air Lines,258338.0
2011-9,Delta Air Lines,571876.0
2011-9,ExpressJet Airlines,710580.0
2011-9,Frontier Airlines,69511.0
2011-9,Hawaiian Airlines,31097.0
2011-9,JetBlue Airways,357676.0
2011-9,Mesa Airlines,175709.0
2011-9,SkyWest Airlines,564946.0
2011-9,Southwest Airlines,1244891.0
2011-9,US Airways,431842.0
2011-9,United Air Lines,337867.0
2012-1,AirTran Airways,167823.0
2012-1,Alaska Airlines,180330.0
2012-1,American Airlines,536237.0
2012-1,American Eagle Airlines,498621.0
2012-1,Delta Air Lines,603317.0
2012-1,ExpressJet Airlines,1269123.0
2012-1,Frontier Airlines,108467.0
2012-1,Hawaiian Airlines,42363.0
2012-1,JetBlue Airways,305029.0
2012-1,Mesa Airlines,138967.0
2012-1,SkyWest Airlines,726256.0
2012-1,Southwest Airlines,890757.0
2012-1,US Airways,332102.0
2012-1,United Air Lines,617680.0
2012-1,Virgin America,80202.0
2012-10,AirTran Airways,136121.0
2012-10,Alaska Airlines,169608.0
2012-10,American Airlines,1054009.0
2012-10,American Eagle Airlines,629055.0
2012-10,Delta Air Lines,649239.0
2012-10,ExpressJet Airlines,1346595.0
2012-10,Frontier Airlines,92900.0
2012-10,Hawaiian Airlines,23696.0
2012-10,JetBlue Airways,295052.0
2012-10,Mesa Airlines,136632.0
2012-10,SkyWest Airlines,889020.0
2012-10,Southwest Airlines,1232010.0
2012-10,US Airways,279204.0
2012-10,United Air Lines,756445.0
2012-10,Virgin America,54497.0
2012-11,AirTran Airways,112844.0
2012-11,Alaska Airlines,121887.0
2012-11,American Airlines,700539.0
2012-11,American Eagle Airlines,486809.0
2012-11,Delta Air Lines,482477.0
2012-11,ExpressJet Airlines,929938.0
2012-11,Frontier Airlines,75580.0
2012-11,Hawaiian Airlines,42041.0
2012-11,JetBlue Airways,313754.0
2012-11,Mesa Airlines,116094.0
2012-11,SkyWest Airlines,751462.0
2012-11,Southwest Airlines,1095076.0
2012-11,US Airways,233474.0
2012-11,United Air Lines,537997.0
2012-11,Virgin America,69576.0
2012-12,AirTran Airways,235949.0
2012-12,Alaska Airlines,145061.0
2012-12,American Airlines,970289.0
2012-12,American Eagle Airlines,946187.0
2012-12,Delta Air Lines,729569.0
2012-12,ExpressJet Airlines,1791809.0
2012-12,Frontier Airlines,188109.0
2012-12,Hawaiian Airlines,28548.0
2012-12,JetBlue Airways,661323.0
2012-12,Mesa Airlines,167862.0
2012-12,SkyWest Airlines,1268186.0
2012-12,Southwest Airlines,2012293.0
2012-12,US Airways,387137.0
2012-12,United Air Lines,832035.0
2012-12,Virgin America,98395.0
2012-2,AirTran Airways,103337.0
2012-2,Alaska Airlines,80462.0
2012-2,American Airlines,467488.0
2012-2,American Eagle Airlines,403930.0
2012-2,Delta Air Lines,441450.0
2012-2,ExpressJet Airlines,1186644.0
2012-2,Frontier Airlines,128924.0
2012-2,Hawaiian Airlines,44850.0
2012-2,JetBlue Airways,223843.0
2012-2,Mesa Airlines,95469.0
2012-2,SkyWest Airlines,549438.0
2012-2,Southwest Airlines,686160.0
2012-2,US Airways,235836.0
2012-2,United Air Lines,508275.0
2012-2,Virgin America,22006.0
2012-3,AirTran Airways,131562.0
2012-3,Alaska Airlines,139074.0
2012-3,American Airlines,820416.0
2012-3,American Eagle Airlines,594854.0
2012-3,Delta Air Lines,720540.0
2012-3,ExpressJet Airlines,1824667.0
2012-3,Frontier Airlines,105012.0
2012-3,Hawaiian Airlines,43164.0
2012-3,JetBlue Airways,356201.0
2012-3,Mesa Airlines,146809.0
2012-3,SkyWest Airlines,922391.0
2012-3,Southwest Airlines,1171991.0
2012-3,US Airways,289182.0
2012-3,United Air Lines,849294.0
2012-3,Virgin America,131552.0
2012-4,AirTran Airways,81378.0
2012-4,Alaska Airlines,81153.0
2012-4,American Airlines,673159.0
2012-4,American Eagle Airlines,484736.0
2012-4,Delta Air Lines,474243.0
2012-4,ExpressJet Airlines,1051941.0
2012-4,Frontier Airlines,75298.0
2012-4,Hawaiian Airlines,34013.0
2012-4,JetBlue Airways,234312.0
2012-4,Mesa Airlines,95059.0
2012-4,SkyWest Airlines,579521.0
2012-4,Southwest Airlines,1043476.0
2012-4,US Airways,204383.0
2012-4,United Air Lines,662293.0
2012-4,Virgin America,50689.0
2012-5,AirTran Airways,187065.0
2012-5,Alaska Airlines,78325.0
2012-5,American Airlines,896489.0
2012-5,American Eagle Airlines,568301.0
2012-5,Delta Air Lines,726934.0
2012-5,ExpressJet Airlines,1448037.0
2012-5,Frontier Airlines,78880.0
2012-5,Hawaiian Airlines,31618.0
2012-5,JetBlue Airways,291890.0
2012-5,Mesa Airlines,144892.0
2012-5,SkyWest Airlines,637716.0
2012-5,Southwest Airlines,1303543.0
2012-5,US Airways,346238.0
2012-5,United Air Lines,897027.0
2012-5,Virgin America,48557.0
2012-6,AirTran Airways,241440.0
2012-6,Alaska Airlines,123462.0
2012-6,American Airlines,829921.0
2012-6,American Eagle Airlines,640007.0
2012-6,Delta Air Lines,897800.0
2012-6,ExpressJet Airlines,1671454.0
2012-6,Frontier Airlines,137070.0
2012-6,Hawaiian Airlines,31302.0
2012-6,JetBlue Airways,519654.0
2012-6,Mesa Airlines,142528.0
2012-6,SkyWest Airlines,836526.0
2012-6,Southwest Airlines,1727945.0
2012-6,US Airways,343910.0
2012-6,United Air Lines,1402706.0
2012-6,Virgin America,104521.0
2012-7,AirTran Airways,456585.0
2012-7,Alaska Airlines,130511.0
2012-7,American Airlines,991179.0
2012-7,American Eagle Airlines,946409.0
2012-7,Delta Air Lines,1377716.0
2012-7,ExpressJet Airlines,2577403.0
2012-7,Frontier Airlines,124082.0
2012-7,Hawaiian Airlines,62486.0
2012-7,JetBlue Airways,610581.0
2012-7,Mesa Airlines,230674.0
2012-7,SkyWest Airlines,1048806.0
2012-7,Southwest Airlines,2102873.0
2012-7,US Airways,465494.0
2012-7,United Air Lines,1937170.0
2012-7,Virgin America,97765.0
2012-8,AirTran Airways,294345.0
2012-8,Alaska Airlines,121881.0
2012-8,American Airlines,1023873.0
2012-8,American Eagle Airlines,798717.0
2012-8,Delta Air Lines,1053146.0
2012-8,ExpressJet Airlines,1952944.0
2012-8,Frontier Airlines,111323.0
2012-8,Hawaiian Airlines,43136.0
2012-8,JetBlue Airways,666702.0
2012-8,Mesa Airlines,232668.0
2012-8,SkyWest Airlines,826724.0
2012-8,Southwest Airlines,1783598.0
2012-8,US Airways,409097.0
2012-8,United Air Lines,1367990.0
2012-8,Virgin America,80082.0
2012-9,AirTran Airways,111514.0
2012-9,Alaska Airlines,98544.0
2012-9,American Airlines,1676384.0
2012-9,American Eagle Airlines,489652.0
2012-9,Delta Air Lines,575188.0
2012-9,ExpressJet Airlines,1165855.0
