date,airline,Item,Claim Amount
2009-01-06,Midwest Express Airlines,1,1
2009-01-06,Northwest Airlines,2,2
2009-01-06,UAL,3,3
2009-01-06,USAir,2,2
2009-01-07,Aero Mexico,1,1
2009-01-07,American Airlines,8,8
2009-01-07,British Airways,1,1
2009-01-07,Continental Airlines,5,5
2009-01-07,Delta Air Lines,7,7
2009-01-07,Jet Blue,3,3
2009-01-07,Northwest Airlines,1,1
2009-01-07,OMNI Air Express- (OY,1,1
2009-01-07,Southwest Airlines,14,14
2009-01-07,UAL,4,4
2009-01-07,USAir,4,4
2009-01-07,Virgin America,1,1
2009-01-08,Air Tran Airlines(do not use,1,1
2009-01-08,AirTran Airlines,1,1
2009-01-08,Alaska Airlines,1,1
2009-01-08,American Airlines,7,7
2009-01-08,Continental Airlines,5,5
2009-01-08,Delta Air Lines,11,11
2009-01-08,Hawaiian Airlines,1,1
2009-01-08,Island Air,1,1
2009-01-08,Northwest Airlines,2,2
2009-01-08,Southwest Airlines,12,12
2009-01-08,UAL,5,5
2009-01-08,USAir,8,8
2009-01-09,Air France,1,1
2009-01-09,AirTran Airlines,2,2
2009-01-09,Alaska Airlines,3,3
2009-01-09,Allegiant Air,1,1
2009-01-09,American Airlines,9,9
2009-01-09,Continental Airlines,5,5
2009-01-09,Continental Express,1,1
2009-01-09,Delta Air Lines,7,7
2009-01-09,Frontier Airlines,1,1
2009-01-09,Iberia Airlines,1,1
2009-01-09,Jet Blue,2,2
2009-01-09,Mesa Airlines,1,1
2009-01-09,Mexicana,1,1
2009-01-09,Northwest Airlines,4,4
2009-01-09,Southwest Airlines,5,5
2009-01-09,UAL,3,3
2009-01-09,USAir,9,9
2009-01-12,Aerolineas Argentinas,1,1
2009-01-12,Air France,1,1
2009-01-12,Air Tran Airlines(do not use,1,1
2009-01-12,AirTran Airlines,3,3
2009-01-12,Alaska Airlines,3,3
2009-01-12,Allegiant Air,2,2
2009-01-12,American Airlines,10,10
2009-01-12,British Airways,2,2
2009-01-12,Continental Airlines,10,10
2009-01-12,Delta Air Lines,20,20
2009-01-12,Hawaiian Airlines,1,1
2009-01-12,Horizon Air,2,2
2009-01-12,Jet Blue,5,5
2009-01-12,Northwest Airlines,7,7
2009-01-12,Southwest Airlines,12,12
2009-01-12,UAL,1,1
2009-01-12,USAir,6,6
2009-01-13,AirTran Airlines,2,2
2009-01-13,Alaska Airlines,4,4
2009-01-13,American Airlines,9,9
2009-01-13,Continental Airlines,3,3
2009-01-13,Delta Air Lines,17,17
2009-01-13,Hawaiian Airlines,1,1
2009-01-13,Jet Blue,3,3
2009-01-13,Lufthansa,1,1
2009-01-13,Midwest Express Airlines,1,1
2009-01-13,North American Airlines,1,1
2009-01-13,Northwest Airlines,9,9
2009-01-13,Southwest Airlines,9,9
2009-01-13,Sun Country Airlines,1,1
2009-01-13,UAL,13,13
2009-01-13,US Express,1,1
2009-01-13,USAir,4,4
2009-01-14,Air Tran Airlines(do not use,2,2
2009-01-14,AirTran Airlines,4,4
2009-01-14,Alaska Airlines,1,1
2009-01-14,Allegiant Air,1,1
2009-01-14,American Airlines,7,7
2009-01-14,Continental Airlines,2,2
2009-01-14,Delta Air Lines,6,6
2009-01-14,Frontier Airlines,2,2
2009-01-14,Jet Blue,2,2
2009-01-14,Lufthansa,1,1
2009-01-14,Northwest Airlines,2,2
2009-01-14,Southwest Airlines,5,5
2009-01-14,UAL,4,4
2009-01-14,USAir,2,2
2009-01-14,Virgin Atlantic,1,1
2009-01-14,Westjet Airlines,1,1
2009-01-15,Air France,1,1
2009-01-15,Air Tran Airlines(do not use,1,1
2009-01-15,AirTran Airlines,1,1
2009-01-15,Allegiant Air,3,3
2009-01-15,American Airlines,10,10
2009-01-15,Continental Airlines,5,5
2009-01-15,Delta Air Lines,9,9
2009-01-15,Frontier Airlines,1,1
2009-01-15,Hawaiian Airlines,1,1
2009-01-15,Jet Blue,1,1
2009-01-15,Northwest Airlines,5,5
2009-01-15,Southwest Airlines,9,9
2009-01-15,UAL,5,5
2009-01-15,US Express,1,1
2009-01-15,USAir,5,5
2009-01-16,Air Canada,1,1
2009-01-16,Air France,1,1
2009-01-16,AirTran Airlines,2,2
2009-01-16,Alaska Airlines,1,1
2009-01-16,American Airlines,4,4
2009-01-16,American Eagle,1,1
2009-01-16,Delta Air Lines,3,3
2009-01-16,Frontier Airlines,1,1
2009-01-16,Horizon Air,1,1
2009-01-16,Northwest Airlines,2,2
2009-01-16,UAL,4,4
2009-01-16,USAir,3,3
2009-01-19,Alaska Airlines,1,1
2009-01-19,Continental Airlines,1,1
2009-01-20,Continental Airlines,1,1
2009-01-21,Air India,1,1
2009-01-21,Air Tran Airlines(do not use,1,1
2009-01-21,AirTran Airlines,2,2
2009-01-21,American Airlines,3,3
2009-01-21,Continental Airlines,6,6
2009-01-21,Delta Air Lines,5,5
2009-01-21,Hawaiian Airlines,1,1
2009-01-21,Jet Blue,5,5
2009-01-21,Mexicana,1,1
2009-01-21,Northwest Airlines,2,2
2009-01-21,Southwest Airlines,7,7
2009-01-21,UAL,1,1
2009-01-21,USAir,8,8
2009-01-21,Virgin America,1,1
2009-01-22,American Airlines,3,3
2009-01-22,Delta Air Lines,1,1
2009-01-22,Jet Blue,1,1
2009-01-22,Southwest Airlines,1,1
2009-01-22,USAir,2,2
2009-01-23,AirTran Airlines,1,1
2009-01-23,Alaska Airlines,2,2
2009-01-23,American Airlines,2,2
2009-01-23,British Airways,1,1
2009-01-23,Continental Airlines,2,2
2009-01-23,Delta Air Lines,2,2
2009-01-23,Southwest Airlines,1,1
2009-01-23,Spirit Airlines,1,1
2009-01-23,UAL,3,3
2009-01-25,Delta Air Lines,1,1
2009-01-26,American Airlines,1,1
2009-01-26,Delta Air Lines,1,1
2009-01-26,Southwest Airlines,3,3
2009-01-27,American Airlines,2,2
2009-01-27,Continental Airlines,2,2
2009-01-27,Delta Air Lines,4,4
2009-01-27,KLM Royal Dutch Airlines,1,1
2009-01-27,Midwest Express Airlines,1,1
2009-01-27,Southwest Airlines,3,3
2009-01-27,UAL,2,2
2009-01-27,USAir,2,2
2009-01-28,Alaska Airlines,1,1
2009-01-28,Allegiant Air,1,1
2009-01-28,American Airlines,5,5
2009-01-28,Continental Airlines,4,4
2009-01-28,Delta Air Lines,3,3
2009-01-28,Northwest Airlines,2,2
2009-01-28,Southwest Airlines,3,3
2009-01-28,UAL,1,1
2009-01-28,USAir,3,3
2009-01-29,AirTran Airlines,1,1
2009-01-29,American Airlines,6,6
2009-01-29,Comair,1,1
2009-01-29,Continental Airlines,6,6
2009-01-29,Delta Air Lines,6,6
2009-01-29,Jet Blue,3,3
2009-01-29,Northwest Airlines,2,2
2009-01-29,Southwest Airlines,6,6
2009-01-29,TACA airlines,1,1
2009-01-29,UAL,8,8
2009-01-29,USAir,3,3
2009-01-30,American Airlines,2,2
2009-01-30,Delta Air Lines,1,1
2009-01-30,Jet Blue,2,2
2009-01-30,Southwest Airlines,5,5
2009-01-30,USAir,1,1
2009-01-31,AirTran Airlines,1,1
2009-02-02,Air France,1,1
2009-02-02,Air India,1,1
2009-02-02,AirTran Airlines,3,3
2009-02-02,Alaska Airlines,3,3
2009-02-02,Allegiant Air,1,1
2009-02-02,American Airlines,8,8
2009-02-02,Continental Airlines,5,5
2009-02-02,Delta Air Lines,6,6
2009-02-02,Frontier Airlines,1,1
2009-02-02,Jet Blue,5,5
2009-02-02,Northwest Airlines,1,1
2009-02-02,Southwest Airlines,4,4
2009-02-02,Spirit Airlines,2,2
2009-02-02,UAL,5,5
2009-02-02,USAir,5,5
2009-02-02,Virgin Atlantic,1,1
2009-02-03,AirTran Airlines,1,1
2009-02-03,Alaska Airlines,4,4
2009-02-03,Allegiant Air,1,1
2009-02-03,American Airlines,6,6
2009-02-03,Continental Airlines,4,4
2009-02-03,Delta Air Lines,4,4
2009-02-03,Frontier Airlines,1,1
2009-02-03,Hawaiian Airlines,1,1
2009-02-03,Jet Blue,2,2
2009-02-03,Malaysian Airline System,1,1
2009-02-03,Southwest Airlines,1,1
2009-02-03,UAL,5,5
2009-02-03,USAir,4,4
2009-02-04,AirTran Airlines,2,2
2009-02-04,Alaska Airlines,3,3
2009-02-04,American Airlines,5,5
2009-02-04,Continental Airlines,2,2
2009-02-04,Delta Air Lines,4,4
2009-02-04,Frontier Airlines,2,2
2009-02-04,Jet Blue,3,3
2009-02-04,Northwest Airlines,2,2
2009-02-04,Southwest Airlines,8,8
2009-02-04,UAL,5,5
2009-02-04,USAir,3,3
2009-02-05,AirTran Airlines,2,2
2009-02-05,Alaska Airlines,2,2
2009-02-05,Allegiant Air,1,1
2009-02-05,American Airlines,2,2
2009-02-05,Continental Airlines,2,2
2009-02-05,Delta Air Lines,1,1
2009-02-05,Frontier Airlines,1,1
2009-02-05,Jet Blue,2,2
2009-02-05,Southwest Airlines,2,2
2009-02-05,UAL,2,2
2009-02-06,Air Canada,1,1
2009-02-06,Air France,2,2
2009-02-06,AirTran Airlines,5,5
2009-02-06,Alaska Airlines,2,2
2009-02-06,Allegiant Air,1,1
2009-02-06,American Airlines,5,5
2009-02-06,American Eagle,1,1
2009-02-06,Continental Airlines,8,8
2009-02-06,Delta Air Lines,15,15
2009-02-06,Frontier Airlines,1,1
2009-02-06,Jet Blue,4,4
2009-02-06,Midwest Express Airlines,1,1
2009-02-06,Northwest Airlines,6,6
2009-02-06,Southwest Airlines,4,4
2009-02-06,UAL,11,11
2009-02-06,USAir,4,4
2009-02-06,Virgin America,3,3
2009-02-06,Westjet Airlines,1,1
2009-02-07,Delta Air Lines,1,1
2009-02-07,Northwest Airlines,1,1
2009-02-07,Southwest Airlines,2,2
2009-02-09,AirTran Airlines,1,1
2009-02-09,American Airlines,2,2
2009-02-09,American Eagle,1,1
2009-02-09,Continental Airlines,3,3
2009-02-09,Delta Air Lines,2,2
2009-02-09,South African Airways,1,1
2009-02-09,Southwest Airlines,6,6
2009-02-09,UAL,7,7
2009-02-09,USAir,6,6
2009-02-10,Air Botina,1,1
2009-02-10,AirTran Airlines,1,1
2009-02-10,American Airlines,2,2
2009-02-10,Continental Airlines,5,5
2009-02-10,Delta Air Lines,8,8
2009-02-10,Northwest Airlines,4,4
2009-02-10,Southwest Airlines,4,4
2009-02-10,Sun Country Airlines,1,1
2009-02-10,UAL,5,5
2009-02-10,USAir,4,4
2009-02-11,Air Canada,1,1
2009-02-11,Air France,1,1
2009-02-11,AirTran Airlines,5,5
2009-02-11,Alaska Airlines,3,3
2009-02-11,American Airlines,9,9
2009-02-11,Continental Airlines,2,2
2009-02-11,Delta Air Lines,4,4
2009-02-11,Jet Blue,1,1
2009-02-11,Northwest Airlines,2,2
2009-02-11,Southwest Airlines,8,8
2009-02-11,UAL,3,3
2009-02-11,USAir,5,5
2009-02-11,Westjet Airlines,1,1
2009-02-12,Air France,1,1
2009-02-12,AirTran Airlines,1,1
2009-02-12,American Airlines,6,6
2009-02-12,Continental Airlines,5,5
2009-02-12,Delta Air Lines,7,7
2009-02-12,Jet Blue,1,1
2009-02-12,Northwest Airlines,2,2
2009-02-12,Southwest Airlines,2,2
2009-02-12,UAL,2,2
2009-02-13,Air France,1,1
2009-02-13,AirTran Airlines,1,1
2009-02-13,Alaska Airlines,1,1
2009-02-13,American Airlines,7,7
2009-02-13,Continental Airlines,2,2
2009-02-13,Delta Air Lines,3,3
2009-02-13,Horizon Air,1,1
2009-02-13,Jet Blue,3,3
2009-02-13,Northwest Airlines,1,1
2009-02-13,Southwest Airlines,5,5
2009-02-13,UAL,1,1
2009-02-13,USAir,4,4
2009-02-13,Virgin America,1,1
2009-02-15,American Airlines,1,1
2009-02-15,UAL,1,1
2009-02-16,Continental Airlines,1,1
2009-02-16,Jet Blue,1,1
2009-02-17,AirTran Airlines,1,1
2009-02-17,American Airlines,4,4
2009-02-17,Delta Air Lines,3,3
2009-02-17,Jet Blue,1,1
2009-02-17,Northwest Airlines,2,2
2009-02-17,Southwest Airlines,2,2
2009-02-17,Spirit Airlines,1,1
2009-02-17,Turkish Airlines,1,1
2009-02-17,UAL,4,4
2009-02-17,USAir,5,5
2009-02-17,Virgin America,1,1
2009-02-18,Alaska Airlines,3,3
2009-02-18,Continental Airlines,2,2
2009-02-18,Delta Air Lines,4,4
2009-02-18,Jet Blue,2,2
2009-02-18,Lufthansa,1,1
2009-02-18,Northwest Airlines,1,1
2009-02-18,Southwest Airlines,1,1
2009-02-18,UAL,3,3
2009-02-18,USAir,3,3
2009-02-19,AirTran Airlines,1,1
2009-02-19,Alaska Airlines,1,1
2009-02-19,American Airlines,5,5
2009-02-19,Continental Airlines,4,4
2009-02-19,Delta Air Lines,6,6
2009-02-19,Frontier Airlines,1,1
2009-02-19,Northwest Airlines,4,4
2009-02-19,Southwest Airlines,8,8
2009-02-19,TACA airlines,1,1
2009-02-19,UAL,2,2
2009-02-19,USAir,2,2
2009-02-20,Air Canada,1,1
2009-02-20,AirTran Airlines,2,2
2009-02-20,Alaska Airlines,1,1
2009-02-20,Allegiant Air,1,1
2009-02-20,American Airlines,3,3
2009-02-20,British Airways,2,2
2009-02-20,Continental Airlines,5,5
2009-02-20,Delta Air Lines,4,4
2009-02-20,EL AL Israeli Airlines,1,1
2009-02-20,Hawaiian Airlines,1,1
2009-02-20,Jet Blue,4,4
2009-02-20,Northwest Airlines,5,5
2009-02-20,Southwest Airlines,4,4
2009-02-20,Spirit Airlines,1,1
2009-02-20,UAL,4,4
2009-02-20,USA 3000 (U5,1,1
2009-02-20,USAir,5,5
2009-02-20,Virgin America,1,1
2009-02-21,Alaska Airlines,1,1
2009-02-21,Avianca,1,1
2009-02-21,Southwest Airlines,1,1
2009-02-21,UAL,2,2
2009-02-21,Virgin Atlantic,1,1
2009-02-22,Southwest Airlines,1,1
2009-02-22,UAL,2,2
2009-02-23,AirTran Airlines,4,4
2009-02-23,Alaska Airlines,1,1
2009-02-23,Allegiant Air,2,2
2009-02-23,American Airlines,7,7
2009-02-23,Continental Airlines,2,2
2009-02-23,Delta Air Lines,9,9
2009-02-23,Frontier Airlines,1,1
2009-02-23,Hawaiian Airlines,1,1
2009-02-23,Northwest Airlines,1,1
2009-02-23,Southwest Airlines,6,6
2009-02-23,Spirit Airlines,1,1
2009-02-23,UAL,2,2
2009-02-23,USAir,3,3
2009-02-24,AirTran Airlines,1,1
2009-02-24,American Airlines,2,2
2009-02-24,Continental Airlines,1,1
2009-02-24,Delta Air Lines,2,2
2009-02-24,Frontier Airlines,1,1
2009-02-24,Southwest Airlines,4,4
2009-02-24,Sun Country Airlines,1,1
2009-02-24,USAir,2,2
2009-02-25,AirTran Airlines,2,2
2009-02-25,Alaska Airlines,3,3
2009-02-25,American Airlines,5,5
2009-02-25,Continental Airlines,4,4
2009-02-25,Delta Air Lines,9,9
2009-02-25,Frontier Airlines,2,2
2009-02-25,Hawaiian Airlines,1,1
2009-02-25,Iberia Airlines,1,1
2009-02-25,Jet Blue,4,4
2009-02-25,Northwest Airlines,3,3
2009-02-25,Southwest Airlines,4,4
2009-02-25,UAL,3,3
2009-02-25,USAir,7,7
2009-02-25,Westjet Airlines,1,1
2009-02-26,AirTran Airlines,2,2
2009-02-26,Alaska Airlines,1,1
2009-02-26,Allegiant Air,1,1
2009-02-26,American Airlines,7,7
2009-02-26,Continental Airlines,6,6
2009-02-26,Delta Air Lines,6,6
2009-02-26,Horizon Air,1,1
2009-02-26,Jet Blue,3,3
2009-02-26,Northwest Airlines,3,3
2009-02-26,Southwest Airlines,7,7
2009-02-26,Spirit Airlines,1,1
2009-02-26,UAL,5,5
2009-02-26,USAir,6,6
2009-02-26,Westjet Airlines,1,1
2009-02-27,Air France,1,1
2009-02-27,AirTran Airlines,1,1
2009-02-27,Allegiant Air,1,1
2009-02-27,American Airlines,2,2
2009-02-27,Asiana Airlines,1,1
2009-02-27,Continental Airlines,4,4
2009-02-27,Delta Air Lines,7,7
2009-02-27,Frontier Airlines,1,1
2009-02-27,Horizon Air,1,1
2009-02-27,Lufthansa,1,1
2009-02-27,North American Airlines,1,1
2009-02-27,Northwest Airlines,1,1
2009-02-27,Southwest Airlines,10,10
2009-02-27,Spirit Airlines,1,1
2009-02-27,UAL,4,4
2009-02-27,USAir,5,5
2009-03-01,Continental Airlines,1,1
2009-03-01,Southwest Airlines,1,1
2009-03-02,Frontier Airlines,1,1
2009-03-02,UAL,1,1
2009-03-02,USAir,1,1
2009-03-03,Air Canada,1,1
2009-03-03,AirTran Airlines,1,1
2009-03-03,Alaska Airlines,2,2
2009-03-03,Allegiant Air,3,3
2009-03-03,American Airlines,10,10
2009-03-03,Continental Airlines,10,10
2009-03-03,Delta Air Lines,14,14
2009-03-03,Frontier Airlines,1,1
2009-03-03,Jet Blue,6,6
2009-03-03,Northwest Airlines,5,5
2009-03-03,Southwest Airlines,6,6
2009-03-03,UAL,11,11
2009-03-03,USA 3000 (U5,1,1
2009-03-03,USAir,6,6
2009-03-03,Virgin Atlantic,1,1
2009-03-03,Westjet Airlines,1,1
2009-03-04,Air Canada,1,1
2009-03-04,AirTran Airlines,1,1
2009-03-04,Alaska Airlines,1,1
2009-03-04,American Airlines,2,2
2009-03-04,Continental Airlines,2,2
2009-03-04,Delta Air Lines,7,7
2009-03-04,Frontier Airlines,1,1
2009-03-04,Jet Blue,2,2
2009-03-04,Korean Airlines,1,1
2009-03-04,Northwest Airlines,2,2
2009-03-04,Southwest Airlines,4,4
2009-03-04,Spirit Airlines,1,1
2009-03-04,UAL,1,1
2009-03-04,USAir,2,2
2009-03-05,AirTran Airlines,5,5
2009-03-05,Alaska Airlines,3,3
2009-03-05,Allegiant Air,2,2
2009-03-05,American Airlines,6,6
2009-03-05,Continental Airlines,5,5
2009-03-05,Delta Air Lines,11,11
2009-03-05,EVA airlines,1,1
2009-03-05,Frontier Airlines,1,1
2009-03-05,Hawaiian Airlines,1,1
2009-03-05,Jet Blue,2,2
2009-03-05,Lufthansa,3,3
2009-03-05,Northwest Airlines,2,2
2009-03-05,Qantus Airways,1,1
2009-03-05,Southwest Airlines,8,8
2009-03-05,UAL,5,5
2009-03-05,USAir,6,6
2009-03-06,Alaska Airlines,1,1
2009-03-06,American Airlines,1,1
2009-03-06,Continental Airlines,1,1
2009-03-06,Delta Air Lines,2,2
2009-03-06,Horizon Air,1,1
2009-03-06,Northwest Airlines,2,2
2009-03-06,UAL,1,1
2009-03-07,Southwest Airlines,1,1
2009-03-09,Aer Lingus,1,1
2009-03-09,AirTran Airlines,3,3
2009-03-09,Alaska Airlines,2,2
2009-03-09,Allegiant Air,1,1
2009-03-09,American Airlines,17,17
2009-03-09,Continental Airlines,4,4
2009-03-09,Delta Air Lines,16,16
2009-03-09,Hawaiian Airlines,1,1
2009-03-09,Jet Blue,3,3
2009-03-09,Midwest Express Airlines,1,1
2009-03-09,Northwest Airlines,5,5
2009-03-09,Southwest Airlines,10,10
2009-03-09,Spirit Airlines,1,1
2009-03-09,UAL,4,4
2009-03-09,USAir,7,7
2009-03-10,Alaska Airlines,3,3
2009-03-10,Allegheny Airlines,1,1
2009-03-10,American Airlines,4,4
2009-03-10,American Eagle,1,1
2009-03-10,Continental Airlines,3,3
2009-03-10,Delta Air Lines,7,7
2009-03-10,Frontier Airlines,1,1
2009-03-10,Hawaiian Airlines,2,2
2009-03-10,Jet Blue,5,5
2009-03-10,Northwest Airlines,1,1
2009-03-10,Southwest Airlines,5,5
2009-03-10,Spirit Airlines,1,1
2009-03-10,UAL,3,3
2009-03-10,USAir,2,2
2009-03-10,Virgin America,1,1
2009-03-10,Westjet Airlines,1,1
2009-03-11,Air Canada,1,1
2009-03-11,Air France,2,2
2009-03-11,AirTran Airlines,3,3
2009-03-11,Alaska Airlines,4,4
2009-03-11,Allegiant Air,1,1
2009-03-11,American Airlines,9,9
2009-03-11,British Airways,1,1
2009-03-11,Continental Airlines,4,4
2009-03-11,Delta Air Lines,13,13
2009-03-11,Hawaiian Airlines,1,1
2009-03-11,Jet Blue,3,3
2009-03-11,Mountain West,1,1
2009-03-11,Northwest Airlines,6,6
2009-03-11,Southwest Airlines,9,9
2009-03-11,Spirit Airlines,2,2
2009-03-11,UAL,5,5
2009-03-11,USAir,10,10
2009-03-11,Virgin Atlantic,1,1
2009-03-11,Westjet Airlines,1,1
2009-03-12,Alaska Airlines,1,1
2009-03-12,American Airlines,2,2
2009-03-12,Continental Airlines,2,2
2009-03-12,Delta Air Lines,8,8
2009-03-12,Lufthansa,1,1
2009-03-12,Northwest Airlines,3,3
2009-03-12,Southwest Airlines,2,2
2009-03-12,UAL,3,3
2009-03-12,USA 3000 (U5,1,1
2009-03-12,USAir,3,3
2009-03-13,Air Canada,1,1
2009-03-13,AirTran Airlines,2,2
2009-03-13,Allegiant Air,1,1
2009-03-13,American Airlines,8,8
2009-03-13,American Eagle,1,1
2009-03-13,British Airways,1,1
2009-03-13,Continental Airlines,8,8
2009-03-13,Delta Air Lines,5,5
2009-03-13,Jet Blue,2,2
2009-03-13,North American Airlines,1,1
2009-03-13,Northwest Airlines,2,2
2009-03-13,Southwest Airlines,15,15
2009-03-13,Spirit Airlines,2,2
2009-03-13,UAL,4,4
2009-03-13,USAir,3,3
2009-03-13,Westjet Airlines,1,1
2009-03-15,American Airlines,1,1
2009-03-16,Air Canada,1,1
2009-03-16,Alaska Airlines,3,3
2009-03-16,Allegiant Air,2,2
2009-03-16,American Airlines,5,5
2009-03-16,Continental Airlines,1,1
2009-03-16,Delta Air Lines,7,7
2009-03-16,Frontier Airlines,2,2
2009-03-16,Jet Blue,4,4
2009-03-16,Northwest Airlines,3,3
2009-03-16,Southwest Airlines,2,2
2009-03-16,Spirit Airlines,1,1
2009-03-16,UAL,5,5
2009-03-16,USAir,7,7
2009-03-17,Air India,1,1
2009-03-17,AirTran Airlines,1,1
2009-03-17,Alaska Airlines,1,1
2009-03-17,American Airlines,8,8
2009-03-17,Continental Airlines,5,5
2009-03-17,Delta Air Lines,6,6
2009-03-17,Frontier Airlines,1,1
2009-03-17,Hawaiian Airlines,1,1
2009-03-17,Midwest Express Airlines,1,1
2009-03-17,Northwest Airlines,3,3
2009-03-17,Southwest Airlines,7,7
2009-03-17,Spirit Airlines,1,1
2009-03-17,UAL,3,3
2009-03-17,USAir,2,2
2009-03-18,AirTran Airlines,2,2
2009-03-18,Alaska Airlines,4,4
2009-03-18,American Airlines,14,14
2009-03-18,Continental Airlines,5,5
2009-03-18,Delta Air Lines,11,11
2009-03-18,Jet Blue,3,3
2009-03-18,Lan Airlines,1,1
2009-03-18,Northwest Airlines,4,4
2009-03-18,Southwest Airlines,7,7
2009-03-18,Spirit Airlines,1,1
2009-03-18,UAL,5,5
2009-03-18,USAir,7,7
2009-03-18,Vision Airlines,1,1
2009-03-18,Westjet Airlines,1,1
2009-03-19,Air France,1,1
2009-03-19,AirTran Airlines,1,1
2009-03-19,Alaska Airlines,1,1
2009-03-19,All Nippon Airways,1,1
2009-03-19,American Airlines,5,5
2009-03-19,American Eagle,1,1
2009-03-19,Cayman Airlines,1,1
2009-03-19,Continental Airlines,2,2
2009-03-19,Delta Air Lines,1,1
2009-03-19,Jet Blue,1,1
2009-03-19,Northwest Airlines,3,3
2009-03-19,Southwest Airlines,3,3
2009-03-19,UAL,2,2
2009-03-19,USAir,2,2
2009-03-19,Westjet Airlines,1,1
2009-03-20,Air Canada,1,1
2009-03-20,AirTran Airlines,3,3
2009-03-20,Alaska Airlines,4,4
2009-03-20,Allegiant Air,1,1
2009-03-20,American Airlines,9,9
2009-03-20,Continental Airlines,6,6
2009-03-20,Delta Air Lines,10,10
2009-03-20,Jet Blue,2,2
2009-03-20,Lufthansa,1,1
2009-03-20,Northwest Airlines,4,4
2009-03-20,Southwest Airlines,17,17
2009-03-20,Spirit Airlines,1,1
2009-03-20,UAL,3,3
2009-03-20,USAir,7,7
2009-03-20,Virgin Atlantic,1,1
2009-03-23,Air Canada,2,2
2009-03-23,AirTran Airlines,1,1
2009-03-23,Alaska Airlines,1,1
2009-03-23,Alitalia,1,1
2009-03-23,Allegiant Air,1,1
2009-03-23,American Airlines,14,14
2009-03-23,Continental Airlines,3,3
2009-03-23,Delta Air Lines,5,5
2009-03-23,Hawaiian Airlines,1,1
2009-03-23,KLM Royal Dutch Airlines,1,1
2009-03-23,Northwest Airlines,3,3
2009-03-23,Southwest Airlines,6,6
2009-03-23,Spirit Airlines,1,1
2009-03-23,UAL,6,6
2009-03-23,USAir,4,4
2009-03-24,Aero Mexico,1,1
2009-03-24,Alaska Airlines,1,1
2009-03-24,Allegiant Air,1,1
2009-03-24,American Airlines,3,3
2009-03-24,Continental Airlines,1,1
2009-03-24,Delta Air Lines,2,2
2009-03-24,Jet Blue,1,1
2009-03-24,Northwest Airlines,1,1
2009-03-24,Southwest Airlines,3,3
2009-03-24,UAL,2,2
2009-03-24,USAir,4,4
2009-03-25,Alaska Airlines,1,1
2009-03-25,American Airlines,7,7
2009-03-25,Continental Airlines,3,3
2009-03-25,Delta Air Lines,3,3
2009-03-25,EL AL Israeli Airlines,1,1
2009-03-25,Jet Blue,1,1
2009-03-25,Northwest Airlines,3,3
2009-03-25,Southwest Airlines,8,8
2009-03-25,Spirit Airlines,1,1
2009-03-25,Sun Country Airlines,1,1
2009-03-25,UAL,6,6
2009-03-25,USAir,1,1
2009-03-25,Westjet Airlines,1,1
2009-03-26,Aer Lingus,1,1
2009-03-26,AirTran Airlines,1,1
2009-03-26,Alaska Airlines,2,2
2009-03-26,Allegiant Air,1,1
2009-03-26,America West,1,1
2009-03-26,American Airlines,1,1
2009-03-26,British Airways,1,1
2009-03-26,Continental Airlines,1,1
2009-03-26,Delta (Song,2,2
2009-03-26,Delta Air Lines,1,1
2009-03-26,Frontier Airlines,2,2
2009-03-26,Jet Blue,2,2
2009-03-26,Northwest Airlines,6,6
2009-03-26,Royal Dutch Airlines,1,1
2009-03-26,South African Airways,1,1
2009-03-26,Southwest Airlines,1,1
2009-03-26,UAL,10,10
2009-03-27,Air Canada,1,1
2009-03-27,AirTran Airlines,1,1
2009-03-27,Alaska Airlines,2,2
2009-03-27,Allegiant Air,3,3
2009-03-27,American Airlines,13,13
2009-03-27,Continental Airlines,12,12
2009-03-27,Delta (Song,4,4
2009-03-27,Delta Air Lines,7,7
2009-03-27,EVA airlines,1,1
2009-03-27,Frontier Airlines,1,1
2009-03-27,Hawaiian Airlines,1,1
2009-03-27,Japan Airlines,1,1
2009-03-27,Jet Blue,2,2
2009-03-27,Northwest Airlines,10,10
2009-03-27,Singapore Airlines,1,1
2009-03-27,Southwest Airlines,6,6
2009-03-27,Spirit Airlines,1,1
2009-03-27,UAL,10,10
2009-03-27,USAir,9,9
2009-03-27,Westjet Airlines,1,1
2009-03-30,AirTran Airlines,1,1
2009-03-30,Alaska Airlines,1,1
2009-03-30,American Airlines,4,4
2009-03-30,British Airways,1,1
2009-03-30,Continental Airlines,4,4
2009-03-30,Delta Air Lines,6,6
2009-03-30,EVA airlines,1,1
2009-03-30,Frontier Airlines,1,1
2009-03-30,Jet Blue,3,3
2009-03-30,Northwest Airlines,1,1
2009-03-30,SkyBus,1,1
2009-03-30,Southwest Airlines,3,3
2009-03-30,UAL,5,5
2009-03-30,USAir,4,4
2009-03-30,Westjet Airlines,1,1
2009-03-31,Air Canada,1,1
2009-03-31,AirTran Airlines,3,3
2009-03-31,Alaska Airlines,1,1
2009-03-31,American Airlines,15,15
2009-03-31,Continental Airlines,7,7
2009-03-31,Delta (Song,3,3
2009-03-31,Delta Air Lines,5,5
2009-03-31,Frontier Airlines,1,1
2009-03-31,Hawaiian Airlines,1,1
2009-03-31,Jet Blue,1,1
2009-03-31,North American Airlines,1,1
2009-03-31,Northwest Airlines,5,5
2009-03-31,Southwest Airlines,11,11
